"SubNo"	"Hemisphere"	"Block"	"Trial"	"ACC"	"RT"	"Twitches"	"Task"	"Congruence"	"Axes"	"HomLocation"
"284"	1	1	15	4	1	0.427801	4	"Flanker"	"Cong"	"N.S"	"T7.8"
"285"	1	1	15	5	1	0.469909	4	"Flanker"	"Incong"	"N.S"	"T7.8"
"286"	1	1	15	6	1	0.497964	4	"Flanker"	"Incong"	"NW.SE"	"T7.8"
"287"	1	1	15	7	1	0.411906	4	"Flanker"	"Cong"	"NW.SE"	"T7.8"
"288"	1	1	15	8	1	0.373265	4	"Flanker"	"Cong"	"NW.SE"	"T7.8"
"289"	1	1	15	9	1	0.527136	4	"Flanker"	"Incong"	"NW.SE"	"T7.8"
"290"	1	1	15	10	1	0.55316	4	"Flanker"	"Cong"	"NW.SE"	"T7.8"
"291"	1	1	15	11	1	0.406178	4	"Flanker"	"Incong"	"NE.SW"	"T7.8"
"292"	1	1	15	12	1	0.463373	4	"Flanker"	"Incong"	"NE.SW"	"T7.8"
"293"	1	1	15	13	1	0.41238	4	"Flanker"	"Cong"	"NE.SW"	"T7.8"
"294"	1	1	15	14	1	0.472516	4	"Flanker"	"Cong"	"NE.SW"	"T7.8"
"295"	1	1	15	15	1	0.508861	4	"Flanker"	"Incong"	"NE.SW"	"T7.8"
"296"	1	1	15	16	1	0.392434	3	"Flanker"	"Cong"	"E.W"	"T7.8"
"297"	1	1	15	17	1	0.370264	3	"Flanker"	"Incong"	"E.W"	"T7.8"
"298"	1	1	15	18	1	0.459725	3	"Flanker"	"Incong"	"E.W"	"T7.8"
"299"	1	1	15	19	1	0.517603	3	"Flanker"	"Incong"	"E.W"	"T7.8"
"300"	1	1	15	20	1	0.431671	3	"Flanker"	"Cong"	"E.W"	"T7.8"
"301"	1	1	16	1	1	0.477935	2	"Flanker"	"Incong"	"E.W"	"OZ"
"302"	1	1	16	2	1	0.407589	2	"Flanker"	"Cong"	"E.W"	"OZ"
"303"	1	1	16	3	1	0.401073	2	"Flanker"	"Cong"	"E.W"	"OZ"
"304"	1	1	16	4	1	0.443267	2	"Flanker"	"Incong"	"E.W"	"OZ"
"305"	1	1	16	5	1	0.373281	2	"Flanker"	"Cong"	"E.W"	"OZ"
"306"	1	1	16	6	1	0.388717	1	"Flanker"	"Cong"	"N.S"	"OZ"
"307"	1	1	16	7	1	0.366321	1	"Flanker"	"Cong"	"N.S"	"OZ"
"308"	1	1	16	8	1	0.375818	1	"Flanker"	"Cong"	"N.S"	"OZ"
"309"	1	1	16	9	1	0.433864	1	"Flanker"	"Incong"	"N.S"	"OZ"
"310"	1	1	16	10	1	0.479227	1	"Flanker"	"Incong"	"N.S"	"OZ"
"311"	1	1	16	11	1	0.38664	1	"Flanker"	"Cong"	"NE.SW"	"OZ"
"312"	1	1	16	12	1	0.411391	1	"Flanker"	"Incong"	"NE.SW"	"OZ"
"313"	1	1	16	13	1	0.341022	1	"Flanker"	"Incong"	"NE.SW"	"OZ"
"314"	1	1	16	14	1	0.383058	1	"Flanker"	"Cong"	"NE.SW"	"OZ"
"315"	1	1	16	15	1	0.360826	1	"Flanker"	"Incong"	"NE.SW"	"OZ"
"316"	1	1	16	16	1	0.376033	1	"Flanker"	"Cong"	"NW.SE"	"OZ"
"317"	1	1	16	17	1	0.354068	1	"Flanker"	"Cong"	"NW.SE"	"OZ"
"318"	1	1	16	18	1	0.395654	1	"Flanker"	"Incong"	"NW.SE"	"OZ"
"319"	1	1	16	19	1	0.373347	1	"Flanker"	"Incong"	"NW.SE"	"OZ"
"320"	1	1	16	20	0	0.399166	1	"Flanker"	"Incong"	"NW.SE"	"OZ"
"321"	1	1	17	1	1	0.46549	3	"Flanker"	"Cong"	"NW.SE"	"P7.8"
"322"	1	1	17	2	1	0.507575	3	"Flanker"	"Incong"	"NW.SE"	"P7.8"
"323"	1	1	17	3	1	0.421309	3	"Flanker"	"Cong"	"NW.SE"	"P7.8"
"324"	1	1	17	4	1	0.574855	3	"Flanker"	"Incong"	"NW.SE"	"P7.8"
"325"	1	1	17	5	1	0.520835	3	"Flanker"	"Cong"	"NW.SE"	"P7.8"
"326"	1	1	17	6	1	0.452222	2	"Flanker"	"Incong"	"E.W"	"P7.8"
"327"	1	1	17	7	1	0.39712	2	"Flanker"	"Cong"	"E.W"	"P7.8"
"328"	1	1	17	8	1	0.410546	2	"Flanker"	"Incong"	"E.W"	"P7.8"
"329"	1	1	17	9	1	0.436999	2	"Flanker"	"Cong"	"E.W"	"P7.8"
"330"	1	1	17	10	1	0.398256	2	"Flanker"	"Incong"	"E.W"	"P7.8"
"331"	1	1	17	11	1	0.462534	4	"Flanker"	"Cong"	"NE.SW"	"P7.8"
"332"	1	1	17	12	1	0.504547	4	"Flanker"	"Cong"	"NE.SW"	"P7.8"
"333"	1	1	17	13	1	0.641492	4	"Flanker"	"Incong"	"NE.SW"	"P7.8"
"334"	1	1	17	14	1	0.635443	4	"Flanker"	"Incong"	"NE.SW"	"P7.8"
"335"	1	1	17	15	1	0.456841	4	"Flanker"	"Cong"	"NE.SW"	"P7.8"
"336"	1	1	17	16	NA	2.000124	NA	"Flanker"	"Incong"	"N.S"	"P7.8"
"337"	1	1	17	17	NA	1.999884	NA	"Flanker"	"Cong"	"N.S"	"P7.8"
"338"	1	1	17	18	NA	1.999814	NA	"Flanker"	"Incong"	"N.S"	"P7.8"
"339"	1	1	17	19	NA	2.000232	NA	"Flanker"	"Cong"	"N.S"	"P7.8"
"340"	1	1	17	20	NA	2.000106	NA	"Flanker"	"Incong"	"N.S"	"P7.8"
"341"	1	1	18	1	1	0.645988	0	"Flanker"	"Incong"	"N.S"	"PZ"
"342"	1	1	18	2	1	0.382938	0	"Flanker"	"Cong"	"N.S"	"PZ"
"343"	1	1	18	3	1	0.392831	0	"Flanker"	"Incong"	"N.S"	"PZ"
"344"	1	1	18	4	1	0.470492	0	"Flanker"	"Cong"	"N.S"	"PZ"
"345"	1	1	18	5	1	0.433592	0	"Flanker"	"Incong"	"N.S"	"PZ"
"346"	1	1	18	6	1	0.387604	0	"Flanker"	"Cong"	"NE.SW"	"PZ"
"347"	1	1	18	7	1	0.34959	0	"Flanker"	"Incong"	"NE.SW"	"PZ"
"348"	1	1	18	8	1	0.327383	0	"Flanker"	"Cong"	"NE.SW"	"PZ"
"349"	1	1	18	9	1	0.321254	0	"Flanker"	"Cong"	"NE.SW"	"PZ"
"350"	1	1	18	10	1	0.379013	0	"Flanker"	"Incong"	"NE.SW"	"PZ"
"351"	1	1	18	11	1	0.341501	0	"Flanker"	"Cong"	"E.W"	"PZ"
"352"	1	1	18	12	1	0.399226	0	"Flanker"	"Cong"	"E.W"	"PZ"
"353"	1	1	18	13	1	0.457302	0	"Flanker"	"Cong"	"E.W"	"PZ"
"354"	1	1	18	14	1	0.389268	0	"Flanker"	"Incong"	"E.W"	"PZ"
"355"	1	1	18	15	1	0.444793	0	"Flanker"	"Incong"	"E.W"	"PZ"
"356"	1	1	18	16	1	0.340123	0	"Flanker"	"Incong"	"NW.SE"	"PZ"
"357"	1	1	18	17	1	0.365372	0	"Flanker"	"Incong"	"NW.SE"	"PZ"
"358"	1	1	18	18	1	0.407478	0	"Flanker"	"Cong"	"NW.SE"	"PZ"
"359"	1	1	18	19	1	0.385351	0	"Flanker"	"Cong"	"NW.SE"	"PZ"
"360"	1	1	18	20	1	0.443268	0	"Flanker"	"Incong"	"NW.SE"	"PZ"
"361"	1	1	19	1	1	0.403569	2	"Flanker"	"Incong"	"N.S"	"CP5.6"
"362"	1	1	19	2	1	0.413726	2	"Flanker"	"Incong"	"N.S"	"CP5.6"
"363"	1	1	19	3	1	0.471089	2	"Flanker"	"Cong"	"N.S"	"CP5.6"
"364"	1	1	19	4	1	0.544971	2	"Flanker"	"Incong"	"N.S"	"CP5.6"
"365"	1	1	19	5	1	0.394698	2	"Flanker"	"Cong"	"N.S"	"CP5.6"
"366"	1	1	19	6	1	0.397963	1	"Flanker"	"Incong"	"NE.SW"	"CP5.6"
"367"	1	1	19	7	1	0.423927	1	"Flanker"	"Cong"	"NE.SW"	"CP5.6"
"368"	1	1	19	8	1	0.369764	1	"Flanker"	"Cong"	"NE.SW"	"CP5.6"
"369"	1	1	19	9	1	0.411655	1	"Flanker"	"Cong"	"NE.SW"	"CP5.6"
"370"	1	1	19	10	1	0.35699	1	"Flanker"	"Incong"	"NE.SW"	"CP5.6"
"371"	1	1	19	11	1	0.319267	1	"Flanker"	"Incong"	"NW.SE"	"CP5.6"
"372"	1	1	19	12	1	0.425725	1	"Flanker"	"Cong"	"NW.SE"	"CP5.6"
"373"	1	1	19	13	1	0.370848	1	"Flanker"	"Cong"	"NW.SE"	"CP5.6"
"374"	1	1	19	14	1	0.381325	1	"Flanker"	"Cong"	"NW.SE"	"CP5.6"
"375"	1	1	19	15	1	0.422232	1	"Flanker"	"Incong"	"NW.SE"	"CP5.6"
"376"	1	1	19	16	1	0.336148	1	"Flanker"	"Incong"	"E.W"	"CP5.6"
"377"	1	1	19	17	1	0.409814	1	"Flanker"	"Incong"	"E.W"	"CP5.6"
"378"	1	1	19	18	1	0.486167	1	"Flanker"	"Incong"	"E.W"	"CP5.6"
"379"	1	1	19	19	1	0.398161	1	"Flanker"	"Cong"	"E.W"	"CP5.6"
"380"	1	1	19	20	1	0.472224	1	"Flanker"	"Cong"	"E.W"	"CP5.6"
"381"	1	1	20	1	1	0.421611	0	"Flanker"	"Incong"	"N.S"	"CZ"
"382"	1	1	20	2	1	0.431645	0	"Flanker"	"Cong"	"N.S"	"CZ"
"383"	1	1	20	3	1	0.520873	0	"Flanker"	"Incong"	"N.S"	"CZ"
"384"	1	1	20	4	1	0.402987	0	"Flanker"	"Cong"	"N.S"	"CZ"
"385"	1	1	20	5	1	0.476543	0	"Flanker"	"Incong"	"N.S"	"CZ"
"386"	1	1	20	6	1	0.551414	0	"Flanker"	"Incong"	"NE.SW"	"CZ"
"387"	1	1	20	7	1	0.578245	0	"Flanker"	"Cong"	"NE.SW"	"CZ"
"388"	1	1	20	8	1	0.412297	0	"Flanker"	"Cong"	"NE.SW"	"CZ"
"389"	1	1	20	9	1	0.340709	0	"Flanker"	"Cong"	"NE.SW"	"CZ"
"390"	1	1	20	10	1	0.382948	0	"Flanker"	"Incong"	"NE.SW"	"CZ"
"391"	1	1	20	11	1	0.360251	0	"Flanker"	"Incong"	"NW.SE"	"CZ"
"392"	1	1	20	12	1	0.370413	0	"Flanker"	"Incong"	"NW.SE"	"CZ"
"393"	1	1	20	13	1	0.492	0	"Flanker"	"Incong"	"NW.SE"	"CZ"
"394"	1	1	20	14	1	0.453962	0	"Flanker"	"Cong"	"NW.SE"	"CZ"
"395"	1	1	20	15	1	0.383552	0	"Flanker"	"Cong"	"NW.SE"	"CZ"
"396"	1	1	20	16	1	0.382267	0	"Flanker"	"Incong"	"E.W"	"CZ"
"397"	1	1	20	17	1	0.360881	0	"Flanker"	"Cong"	"E.W"	"CZ"
"398"	1	1	20	18	1	0.44963	0	"Flanker"	"Cong"	"E.W"	"CZ"
"399"	1	1	20	19	1	0.491801	0	"Flanker"	"Cong"	"E.W"	"CZ"
"400"	1	1	20	20	1	0.373236	0	"Flanker"	"Incong"	"E.W"	"CZ"
"401"	1	1	21	1	1	0.454154	0	"Flanker"	"Incong"	"NE.SW"	"CP1.2"
"402"	1	1	21	2	1	0.370034	0	"Flanker"	"Cong"	"NE.SW"	"CP1.2"
"403"	1	1	21	3	1	0.393451	0	"Flanker"	"Cong"	"NE.SW"	"CP1.2"
"404"	1	1	21	4	1	0.371351	0	"Flanker"	"Incong"	"NE.SW"	"CP1.2"
"405"	1	1	21	5	1	0.413313	0	"Flanker"	"Cong"	"NE.SW"	"CP1.2"
"406"	1	1	21	6	1	0.365084	0	"Flanker"	"Incong"	"NW.SE"	"CP1.2"
"407"	1	1	21	7	1	0.406598	0	"Flanker"	"Incong"	"NW.SE"	"CP1.2"
"408"	1	1	21	8	1	0.400552	0	"Flanker"	"Cong"	"NW.SE"	"CP1.2"
"409"	1	1	21	9	1	0.378231	0	"Flanker"	"Cong"	"NW.SE"	"CP1.2"
"410"	1	1	21	10	1	0.372033	0	"Flanker"	"Incong"	"NW.SE"	"CP1.2"
"411"	1	1	21	11	1	0.358632	0	"Flanker"	"Incong"	"N.S"	"CP1.2"
"412"	1	1	21	12	1	0.384131	0	"Flanker"	"Cong"	"N.S"	"CP1.2"
"413"	1	1	21	13	1	0.44175	0	"Flanker"	"Incong"	"N.S"	"CP1.2"
"414"	1	1	21	14	1	0.451836	0	"Flanker"	"Incong"	"N.S"	"CP1.2"
"415"	1	1	21	15	1	0.397219	0	"Flanker"	"Cong"	"N.S"	"CP1.2"
"416"	1	1	21	16	1	0.421492	0	"Flanker"	"Cong"	"E.W"	"CP1.2"
"417"	1	1	21	17	1	0.38245	0	"Flanker"	"Incong"	"E.W"	"CP1.2"
"418"	1	1	21	18	1	0.362026	0	"Flanker"	"Cong"	"E.W"	"CP1.2"
"419"	1	1	21	19	1	0.482567	0	"Flanker"	"Incong"	"E.W"	"CP1.2"
"420"	1	1	21	20	1	0.444819	0	"Flanker"	"Cong"	"E.W"	"CP1.2"
"421"	1	1	22	1	1	0.470618	4	"Flanker"	"Incong"	"N.S"	"F7.8"
"422"	1	1	22	2	1	0.559834	4	"Flanker"	"Cong"	"N.S"	"F7.8"
"423"	1	1	22	3	1	0.53795	4	"Flanker"	"Incong"	"N.S"	"F7.8"
"424"	1	1	22	4	1	0.579436	4	"Flanker"	"Cong"	"N.S"	"F7.8"
"425"	1	1	22	5	1	0.575582	4	"Flanker"	"Incong"	"N.S"	"F7.8"
"426"	1	1	22	6	1	0.431828	4	"Flanker"	"Incong"	"E.W"	"F7.8"
"427"	1	1	22	7	1	0.391661	4	"Flanker"	"Cong"	"E.W"	"F7.8"
"428"	1	1	22	8	1	0.43318	4	"Flanker"	"Cong"	"E.W"	"F7.8"
"429"	1	1	22	9	1	0.411374	4	"Flanker"	"Incong"	"E.W"	"F7.8"
"430"	1	1	22	10	1	0.390063	4	"Flanker"	"Incong"	"E.W"	"F7.8"
"431"	1	1	22	11	1	0.477715	4	"Flanker"	"Incong"	"NE.SW"	"F7.8"
"432"	1	1	22	12	1	0.614919	4	"Flanker"	"Cong"	"NE.SW"	"F7.8"
"433"	1	1	22	13	1	0.448803	4	"Flanker"	"Cong"	"NE.SW"	"F7.8"
"434"	1	1	22	14	1	0.458864	4	"Flanker"	"Cong"	"NE.SW"	"F7.8"
"435"	1	1	22	15	1	0.62832	4	"Flanker"	"Incong"	"NE.SW"	"F7.8"
"436"	1	1	22	16	1	0.407441	3	"Flanker"	"Incong"	"NW.SE"	"F7.8"
"437"	1	1	22	17	1	0.449124	3	"Flanker"	"Cong"	"NW.SE"	"F7.8"
"438"	1	1	22	18	1	0.443916	3	"Flanker"	"Cong"	"NW.SE"	"F7.8"
"439"	1	1	22	19	1	0.324702	3	"Flanker"	"Cong"	"NW.SE"	"F7.8"
"440"	1	1	22	20	1	0.366111	3	"Flanker"	"Incong"	"NW.SE"	"F7.8"
"441"	1	1	23	1	1	0.525257	6	"Flanker"	"Incong"	"E.W"	"ATL"
"442"	1	1	23	2	1	0.647261	6	"Flanker"	"Cong"	"E.W"	"ATL"
"443"	1	1	23	3	1	0.529452	6	"Flanker"	"Incong"	"E.W"	"ATL"
"444"	1	1	23	4	1	0.587178	6	"Flanker"	"Incong"	"E.W"	"ATL"
"445"	1	1	23	5	1	0.580865	6	"Flanker"	"Cong"	"E.W"	"ATL"
"446"	1	1	23	6	1	0.532559	5	"Flanker"	"Incong"	"NE.SW"	"ATL"
"447"	1	1	23	7	1	0.513662	5	"Flanker"	"Cong"	"NE.SW"	"ATL"
"448"	1	1	23	8	1	0.491398	5	"Flanker"	"Cong"	"NE.SW"	"ATL"
"449"	1	1	23	9	1	0.537196	5	"Flanker"	"Incong"	"NE.SW"	"ATL"
"450"	1	1	23	10	1	0.623393	5	"Flanker"	"Cong"	"NE.SW"	"ATL"
"451"	1	1	23	11	1	0.437594	5	"Flanker"	"Incong"	"NW.SE"	"ATL"
"452"	1	1	23	12	1	0.463231	5	"Flanker"	"Cong"	"NW.SE"	"ATL"
"453"	1	1	23	13	1	0.441121	5	"Flanker"	"Incong"	"NW.SE"	"ATL"
"454"	1	1	23	14	1	0.515218	5	"Flanker"	"Cong"	"NW.SE"	"ATL"
"455"	1	1	23	15	1	0.588574	5	"Flanker"	"Cong"	"NW.SE"	"ATL"
"456"	1	1	23	16	1	0.419901	4	"Flanker"	"Incong"	"N.S"	"ATL"
"457"	1	1	23	17	1	0.4137	4	"Flanker"	"Incong"	"N.S"	"ATL"
"458"	1	1	23	18	1	0.439629	4	"Flanker"	"Cong"	"N.S"	"ATL"
"459"	1	1	23	19	1	0.608782	4	"Flanker"	"Incong"	"N.S"	"ATL"
"460"	1	1	23	20	1	0.586613	4	"Flanker"	"Cong"	"N.S"	"ATL"
"461"	1	1	24	1	1	0.510617	1	"Flanker"	"Incong"	"E.W"	"O1.2"
"462"	1	1	24	2	1	0.392306	1	"Flanker"	"Cong"	"E.W"	"O1.2"
"463"	1	1	24	3	1	0.370486	1	"Flanker"	"Cong"	"E.W"	"O1.2"
"464"	1	1	24	4	1	0.396448	1	"Flanker"	"Incong"	"E.W"	"O1.2"
"465"	1	1	24	5	1	0.421948	1	"Flanker"	"Cong"	"E.W"	"O1.2"
"466"	1	1	24	6	1	0.402186	1	"Flanker"	"Cong"	"NW.SE"	"O1.2"
"467"	1	1	24	7	1	0.396337	1	"Flanker"	"Cong"	"NW.SE"	"O1.2"
"468"	1	1	24	8	1	0.374229	1	"Flanker"	"Incong"	"NW.SE"	"O1.2"
"469"	1	1	24	9	1	0.496225	1	"Flanker"	"Cong"	"NW.SE"	"O1.2"
"470"	1	1	24	10	1	0.84172	1	"Flanker"	"Incong"	"NW.SE"	"O1.2"
"471"	1	1	24	11	1	0.512954	1	"Flanker"	"Incong"	"NE.SW"	"O1.2"
"472"	1	1	24	12	1	0.394524	1	"Flanker"	"Incong"	"NE.SW"	"O1.2"
"473"	1	1	24	13	1	0.340396	1	"Flanker"	"Cong"	"NE.SW"	"O1.2"
"474"	1	1	24	14	1	0.350087	1	"Flanker"	"Incong"	"NE.SW"	"O1.2"
"475"	1	1	24	15	1	0.408089	1	"Flanker"	"Cong"	"NE.SW"	"O1.2"
"476"	1	1	24	16	1	0.416716	1	"Flanker"	"Incong"	"N.S"	"O1.2"
"477"	1	1	24	17	1	0.393987	1	"Flanker"	"Incong"	"N.S"	"O1.2"
"478"	1	1	24	18	1	0.436276	1	"Flanker"	"Incong"	"N.S"	"O1.2"
"479"	1	1	24	19	1	0.413621	1	"Flanker"	"Cong"	"N.S"	"O1.2"
"480"	1	1	24	20	1	0.377371	1	"Flanker"	"Cong"	"N.S"	"O1.2"
"481"	2	2	1	1	1	0.58162	8	"Flanker"	"Cong"	"N.S"	"LatOc"
"482"	2	2	1	1	0	0.413328	2	"Flanker"	"Incong"	"E.W"	"FC1.2"
"483"	2	2	1	2	1	0.429377	2	"Flanker"	"Cong"	"E.W"	"FC1.2"
"484"	2	2	1	2	1	0.511018	8	"Flanker"	"Cong"	"N.S"	"LatOc"
"485"	2	2	1	3	1	0.464375	2	"Flanker"	"Cong"	"E.W"	"FC1.2"
"486"	2	2	1	3	1	0.535696	8	"Flanker"	"Incong"	"N.S"	"LatOc"
"487"	2	2	1	4	1	0.421707	2	"Flanker"	"Incong"	"E.W"	"FC1.2"
"488"	2	2	1	4	1	0.430786	8	"Flanker"	"Incong"	"N.S"	"LatOc"
"489"	2	2	1	5	0	0.370963	2	"Flanker"	"Incong"	"E.W"	"FC1.2"
"490"	2	2	1	5	1	0.568536	8	"Flanker"	"Incong"	"N.S"	"LatOc"
"491"	2	2	1	6	1	0.54905	6	"Flanker"	"Cong"	"N.S"	"FC1.2"
"492"	2	2	1	6	1	0.398677	8	"Flanker"	"Cong"	"NE.SW"	"LatOc"
"493"	2	2	1	7	1	0.431465	8	"Flanker"	"Cong"	"NE.SW"	"LatOc"
"494"	2	2	1	7	1	0.538658	6	"Flanker"	"Incong"	"N.S"	"FC1.2"
"495"	2	2	1	8	1	0.587062	8	"Flanker"	"Incong"	"NE.SW"	"LatOc"
"496"	2	2	1	8	1	0.45376	6	"Flanker"	"Incong"	"N.S"	"FC1.2"
"497"	2	2	1	9	1	0.432975	6	"Flanker"	"Incong"	"N.S"	"FC1.2"
"498"	2	2	1	9	1	0.403628	8	"Flanker"	"Incong"	"NE.SW"	"LatOc"
"499"	2	2	1	10	1	0.385662	8	"Flanker"	"Cong"	"NE.SW"	"LatOc"
"500"	2	2	1	10	1	0.424313	6	"Flanker"	"Cong"	"N.S"	"FC1.2"
"501"	2	2	1	11	1	0.399784	4	"Flanker"	"Cong"	"NW.SE"	"FC1.2"
"502"	2	2	1	11	1	0.54875	7	"Flanker"	"Incong"	"NW.SE"	"LatOc"
"503"	2	2	1	12	1	0.720011	4	"Flanker"	"Incong"	"NW.SE"	"FC1.2"
"504"	2	2	1	12	1	0.539905	7	"Flanker"	"Incong"	"NW.SE"	"LatOc"
"505"	2	2	1	13	1	0.440245	7	"Flanker"	"Cong"	"NW.SE"	"LatOc"
"506"	2	2	1	13	1	0.514945	4	"Flanker"	"Cong"	"NW.SE"	"FC1.2"
"507"	2	2	1	14	1	0.468641	7	"Flanker"	"Incong"	"NW.SE"	"LatOc"
"508"	2	2	1	14	1	0.51613	4	"Flanker"	"Incong"	"NW.SE"	"FC1.2"
"509"	2	2	1	15	1	0.4236	4	"Flanker"	"Cong"	"NW.SE"	"FC1.2"
"510"	2	2	1	15	1	0.531705	7	"Flanker"	"Cong"	"NW.SE"	"LatOc"
"511"	2	2	1	16	1	0.532645	6	"Flanker"	"Incong"	"E.W"	"LatOc"
"512"	2	2	1	16	1	0.511117	6	"Flanker"	"Incong"	"NE.SW"	"FC1.2"
"513"	2	2	1	17	1	0.475249	6	"Flanker"	"Cong"	"NE.SW"	"FC1.2"
"514"	2	2	1	17	1	0.440995	6	"Flanker"	"Incong"	"E.W"	"LatOc"
"515"	2	2	1	18	1	0.63115	6	"Flanker"	"Cong"	"NE.SW"	"FC1.2"
"516"	2	2	1	18	1	0.43915	6	"Flanker"	"Cong"	"E.W"	"LatOc"
"517"	2	2	1	19	1	0.403628	6	"Flanker"	"Cong"	"E.W"	"LatOc"
"518"	2	2	1	19	1	0.422069	6	"Flanker"	"Incong"	"NE.SW"	"FC1.2"
"519"	2	2	1	20	1	0.364455	6	"Flanker"	"Cong"	"NE.SW"	"FC1.2"
"520"	2	2	1	20	1	0.363893	6	"Flanker"	"Cong"	"E.W"	"LatOc"
"521"	2	2	2	1	1	0.498721	2	"Flanker"	"Cong"	"E.W"	"CZ"
"522"	2	2	2	2	1	0.450559	2	"Flanker"	"Incong"	"E.W"	"CZ"
"523"	2	2	2	3	1	0.413282	2	"Flanker"	"Incong"	"E.W"	"CZ"
"524"	2	2	2	4	1	0.442175	2	"Flanker"	"Incong"	"E.W"	"CZ"
"525"	2	2	2	5	1	0.403747	2	"Flanker"	"Cong"	"E.W"	"CZ"
"526"	2	2	2	6	1	0.434067	2	"Flanker"	"Cong"	"NW.SE"	"CZ"
"527"	2	2	2	7	1	0.42976	2	"Flanker"	"Incong"	"NW.SE"	"CZ"
"528"	2	2	2	8	1	0.395339	2	"Flanker"	"Cong"	"NW.SE"	"CZ"
"529"	2	2	2	9	1	0.394822	2	"Flanker"	"Cong"	"NW.SE"	"CZ"
"530"	2	2	2	10	0	0.33037	2	"Flanker"	"Incong"	"NW.SE"	"CZ"
"531"	2	2	2	11	1	0.406371	2	"Flanker"	"Incong"	"NE.SW"	"CZ"
"532"	2	2	2	12	1	0.320176	2	"Flanker"	"Cong"	"NE.SW"	"CZ"
"533"	2	2	2	13	1	0.346998	2	"Flanker"	"Cong"	"NE.SW"	"CZ"
"534"	2	2	2	14	1	0.34268	2	"Flanker"	"Cong"	"NE.SW"	"CZ"
"535"	2	2	2	15	1	0.368091	2	"Flanker"	"Incong"	"NE.SW"	"CZ"
"536"	2	2	2	16	1	0.399867	2	"Flanker"	"Cong"	"N.S"	"CZ"
"537"	2	2	2	17	1	0.363455	2	"Flanker"	"Incong"	"N.S"	"CZ"
"538"	2	2	2	18	0	0.391152	2	"Flanker"	"Incong"	"N.S"	"CZ"
"539"	2	2	2	19	1	0.405536	2	"Flanker"	"Incong"	"N.S"	"CZ"
"540"	2	2	2	20	1	0.488379	2	"Flanker"	"Cong"	"N.S"	"CZ"
"541"	2	2	3	1	1	0.335214	2	"Flanker"	"Cong"	"N.S"	"CP1.2"
"542"	2	2	3	2	1	0.320475	2	"Flanker"	"Cong"	"N.S"	"CP1.2"
"543"	2	2	3	3	1	0.31747	2	"Flanker"	"Cong"	"N.S"	"CP1.2"
"544"	2	2	3	4	1	0.345064	2	"Flanker"	"Incong"	"N.S"	"CP1.2"
"545"	2	2	3	5	1	0.419716	2	"Flanker"	"Incong"	"N.S"	"CP1.2"
"546"	2	2	3	6	1	0.38566	2	"Flanker"	"Incong"	"NE.SW"	"CP1.2"
"547"	2	2	3	7	0	0.383448	2	"Flanker"	"Incong"	"NE.SW"	"CP1.2"
"548"	2	2	3	8	1	0.340113	2	"Flanker"	"Cong"	"NE.SW"	"CP1.2"
"549"	2	2	3	9	1	0.517925	2	"Flanker"	"Incong"	"NE.SW"	"CP1.2"
"550"	2	2	3	10	1	0.385223	2	"Flanker"	"Cong"	"NE.SW"	"CP1.2"
"551"	2	2	3	11	1	0.45063	2	"Flanker"	"Incong"	"NW.SE"	"CP1.2"
"552"	2	2	3	12	1	0.295445	2	"Flanker"	"Cong"	"NW.SE"	"CP1.2"
"553"	2	2	3	13	1	0.352356	2	"Flanker"	"Cong"	"NW.SE"	"CP1.2"
"554"	2	2	3	14	1	0.397652	2	"Flanker"	"Incong"	"NW.SE"	"CP1.2"
"555"	2	2	3	15	0	0.296812	2	"Flanker"	"Incong"	"NW.SE"	"CP1.2"
"556"	2	2	3	16	1	0.343321	2	"Flanker"	"Cong"	"E.W"	"CP1.2"
"557"	2	2	3	17	1	0.413063	2	"Flanker"	"Incong"	"E.W"	"CP1.2"
"558"	2	2	3	18	1	0.347834	2	"Flanker"	"Cong"	"E.W"	"CP1.2"
"559"	2	2	3	19	1	0.310419	2	"Flanker"	"Incong"	"E.W"	"CP1.2"
"560"	2	2	3	20	1	0.385291	2	"Flanker"	"Cong"	"E.W"	"CP1.2"
"561"	2	2	4	1	1	0.344076	2	"Flanker"	"Cong"	"N.S"	"P3.4"
"562"	2	2	4	2	1	0.512823	2	"Flanker"	"Cong"	"N.S"	"P3.4"
"563"	2	2	4	3	1	0.389119	2	"Flanker"	"Incong"	"N.S"	"P3.4"
"564"	2	2	4	4	1	0.381213	2	"Flanker"	"Incong"	"N.S"	"P3.4"
"565"	2	2	4	5	0	0.301608	2	"Flanker"	"Incong"	"N.S"	"P3.4"
"566"	2	2	4	6	1	0.430036	2	"Flanker"	"Incong"	"NE.SW"	"P3.4"
"567"	2	2	4	7	0	0.341233	2	"Flanker"	"Incong"	"NE.SW"	"P3.4"
"568"	2	2	4	8	0	0.359299	2	"Flanker"	"Incong"	"NE.SW"	"P3.4"
"569"	2	2	4	9	1	0.393706	2	"Flanker"	"Cong"	"NE.SW"	"P3.4"
"570"	2	2	4	10	1	0.351916	2	"Flanker"	"Cong"	"NE.SW"	"P3.4"
"571"	2	2	4	11	1	0.462166	2	"Flanker"	"Incong"	"E.W"	"P3.4"
"572"	2	2	4	12	1	0.321652	2	"Flanker"	"Cong"	"E.W"	"P3.4"
"573"	2	2	4	13	0	0.340192	2	"Flanker"	"Incong"	"E.W"	"P3.4"
